GRBa;GRB X-ray position;Error;Instrument;IPNb;XAb;OTb;RAb;IAUC;zc
160601AS;15h40m08sÿ+64ø 30';3;Swift;;y;y;;;
160530A;19h18m43sÿ-35ø 38';90;COSI;y;;;;;
160525B;09h57m46sÿ+51ø 11';3;Swift;;y;y;n;;
160525A;06h54m07sÿ-00ø 10';3;Swift;;;;;;
160521B;09h52m41sÿ+79ø 01';10;Fermi;y;y;;n;;
160521A;08h38m52sÿ+46ø 54';3.2;INTEGRAL;;;;y;;
160519A;04h44m27sÿ+31ø 12';3;Swift;y;;;;;
160509A;20h40m24sÿ+76ø 00';30;Fermi;y;y;y;y;;1.17
160506A;17h43m06sÿ-46ø 07';3;Swift;;y;;;;
160504A;11h20m10sÿ+56ø 00';3;Swift;;y;;;;
160503A;00h02m10sÿ-01ø 56';32;Fermi;;;;;;
160501A;19h05m30sÿ-17ø 14';3;Swift;;y;;;;
160425A;18h41m15sÿ-54ø 22';3;Swift;;y;y;;;0.555
160424A;21h17m55sÿ-60ø 24';3;Swift;y;y;;;;
160422A;02h48m12sÿ-57ø 54';3;Fermi;y;y;y;;;
160419A;01h05m42sÿ-27ø 21';3;Swift;y;;;;;
160417A;08h00m58sÿ+07ø 38';3;Swift;;y;y;;;
160412A;02h12m26sÿ-67ø 39';3;Swift;;y;;;;
160411AS;23h17m27sÿ-40ø 16';3;Swift;y;y;y;;;
160410AS;10h02m43sÿ+03ø 27';3;Swift;y;y;y;;;1.717
160409A;19h18m49sÿ-05ø 23';3;Swift;y;;;;;
160408AS;08h10m14sÿ+71ø 08';3;Swift;y;y;y;;;
160401A;05h58m57sÿ+26ø 41';2;INTEGRAL;;;;;;
160327A;09h46m45sÿ+54ø 01';3;Swift;;y;y;;;5.0?
160325A;01h02m23sÿ-72ø 42';3;Swift;y;y;y;;;
160321A;06h37m39sÿ+05ø 43';3;Swift;;y;y;;;
160314B;11h10m14sÿ+45ø 40';39;Fermi;;;;;;
160314A;07h31m07sÿ+17ø 00';3;Swift;;y;y;;;0.726
160313A;12h15m09sÿ+57ø 18';3;Swift;;y;;;;
160310A;06h35m07sÿ-07ø 07';6;Fermi;;;;;;
160303AS;11h14m44sÿ+22ø 44';3;Swift;;y;y;;;<2.3
160228A;07h09m17sÿ+26ø 57';3;Swift;;y;y;;;1.64
160227A;12h59m09sÿ+78ø 38';3;Swift;;y;y;;;2.38
160225A;10h56m58sÿ+53ø 39';3;Swift;;y;y;;;
160223B;06h19m54sÿ+33ø 24';3.2;INTEGRAL;y;;;;;
160223A;09h50m20sÿ+09ø 22';3;Swift;y;y;y;;;
160221A;15h28m19sÿ-28ø 27';3.2;INTEGRAL;y;y;;;;
160220B;17h19m25sÿ-18ø 07';3;Swift;y;y;;;;
160220A;15h47m42sÿ-18ø 33';3;Swift;y;y;;;;
160216A;20h46m49sÿ-71ø 33';3;Swift;y;y;;;;
160206A;08h50m47sÿ-36ø 06';21*19;MAXI;;;;;;
160203A;10h47m48sÿ-24ø 46';3;Swift;;y;y;;;3.52
160131A;05h12m44sÿ-07ø 04';3;Swift;;y;y;y;;0.972
160127A;15h03m49sÿ+00ø 05';3;Swift;;y;y;y;;
160123A;10h01m09sÿ-33ø 47';3;Swift;;y;;;;
160121A;07h16m19sÿ-23ø 35';3;Swift;;y;y;;;1.960
160119A;14h07m34sÿ+20ø 28';3;Swift;;y;y;y;;
160117B;08h48m46sÿ-16ø 20';3;Swift;;y;;y;;0.870
160117A;01h21m31sÿ-00ø 38';3;Swift;;y;;;;
160113A;11h34m29sÿ+10ø 42';425;Fermi;y;;;;;
160107A;19h58m40sÿ+06ø 25';13*11;MAXI;;;;;;
160104A;05h07m13sÿ+11ø 21';3;Swift;y;y;y;;;
160102A;05h23m21sÿ-21ø 02';13;MAXI;y;;;;;
160101A;14h38m55sÿ-13ø 49';9;MAXI;y;y;y;;;
151231A;04h38m07sÿ-61ø 01';123*11.6;IPN;y;;;;;
151229AS;21h57m31sÿ-20ø 44';3;Swift;y;y;;;;
151228B;22h57m46sÿ+08ø 05';3;Swift;y;y;;;;
151228AS;14h16m01sÿ-17ø 41';3;Swift;y;;;;;
151227B;19h21m08sÿ+35ø 25';78*10.4;IPN;y;;;;;
151225AS;15h11m36sÿ-18ø 18';212*15;IPN;y;;;;;
151222AS;23h39m46sÿ+34ø 06';58*17;IPN;y;;;;;
151216A;21h35m39sÿ+24ø 46';20*16;MAXI;;;;;;
151215A;06h14m23sÿ+35ø 31';3;Swift;;y;y;;;2.59
151212A;04h32m26sÿ-03ø 46';31*31;MAXI;;y;y;;;
151210A;04h20m44sÿ-71ø 14';3;Swift;;y;y;;;
151205C;21h58m54sÿ+77ø 42';16*13;MAXI;;;;;;
151205B;02h44m38sÿ-43ø 29';3;Swift;;;;;;
151205A;15h17m08sÿ+35ø 46';3;Swift;y;y;;;;
151127AS;01h19m07sÿ-82ø 46';3;Swift;;y;;;;
151122A;19h58m49sÿ-19ø 54';3;Swift;y;;;;;
151120A;10h28m58sÿ-32ø 31';2.8;INTEGRAL;y;y;y;;;
151118A;03h48m38sÿ+65ø 52';3;Swift;;y;;;;
151114A;08h03m45sÿ-61ø 03';3;Swift;;y;y;;;
151112A;00h08m11sÿ-61ø 42';3;Swift;;y;y;;;4.1ph
151111A;03h47m19sÿ-44ø 10';3;Swift;y;y;y;;;3.5ph
151107B;01h59m00sÿ+44ø 30';6*440;Fermi;y;;;;;
151107A;14h28m33sÿ-59ø 41';3;Swift;;;;;;
151031A;05h32m48sÿ-39ø 05';3;Swift;;y;y;;;1.167
151029A;02h34m08sÿ-35ø 22';3;Swift;;y;y;;;1.423
151027B;05h04m57sÿ-06ø 26';3;Swift;;y;y;y;;4.063
151027A;18h09m58sÿ+61ø 23';3;Swift;y;y;y;y;;0.81
151023A;18h04m05sÿ-08ø 19';3;Swift;;y;;;;
151022A;23h16m51sÿ+55ø 49';3;Swift;;y;;;;
151021A;22h30m27sÿ-33ø 12';3;Swift;y;y;y;;;2.33
151006A;09h49m48sÿ+70ø 31';3;Swift;y;y;;;;
151004A;14h14m20sÿ-64ø 57';3;Swift;;y;;;;
151001B;22h27m23sÿ+64ø 40';3;Swift;y;y;;;;
151001A;15h34m55sÿ+15ø 35';3;Swift;;y;y;;;
150925A;15h10m05sÿ-19ø 38';3;Swift;;y;;;;
150922A;19h37m31sÿ-05ø 29';75*9;IPN;y;;;;;
150919A;08h51m50sÿ+44ø 04';59*11;IPN;y;;;;;
150915A;21h18m55sÿ-34ø 51';3;Swift;;y;y;;;1.968
150912A;16h33m44sÿ-20ø 59';3;INTEGRAL;y;;;;;
150911A;04h29m42sÿ+05ø 45';3;Swift;y;y;;;;
150910A;00h22m42sÿ+33ø 30';3;Swift;;y;y;;;1.359
150907B;17h00m53sÿ-63ø 49';3;Swift;;y;;;;
150907A;14h59m22sÿ-47ø 36';4;MAXI;;y;;;;
150906B;10h36m57sÿ-25ø 36';30*8.6;IPN;y;;;;;
150902A;14h19m42sÿ-69ø 22';7.6;Fermi;y;y;;;;
150901A;12h14m21sÿ+25ø 02';3;Swift;;;;;;
150831B;18h04m05sÿ-27ø 15';3;Swift;y;y;;;;
150831AS;14h44m05sÿ-25ø 39';3;Swift;y;y;;n;;
150824A;10h45m00sÿ-55ø 55';60;Fermi;y;;;;;
150821A;22h47m37sÿ-57ø 52';3;Swift;y;y;y;;;0.755
150819B;03h57m33sÿ+39ø 42';84*3.4;IPN;y;;;;;
150819A;02h49m21sÿ+09ø 47';3;Swift;;y;;;;
150818A;15h21m47sÿ+68ø 21';3;Swift;y;y;y;;;0.282
150817A;16h38m34sÿ-12ø 04';3;Swift;y;y;y;;;
150811B;12h25m23sÿ-14ø 07';342*32;IPN;y;;;;;
150811A;19h25m29sÿ-15ø 27';3;Swift;;y;y;y;;
150801B;05h31m50sÿ-05ø 23';3;Swift;;y;;;;
150801A;17h03m42sÿ-09ø 26';60;MAXI;;;;;;
150728AS;19h29m09sÿ+33ø 54';3;Swift;;y;y;;;
150727A;13h35m58sÿ-18ø 21';3;Swift;y;y;y;;;0.313
150725A;14h41m41sÿ-02ø 25';7;MAXI;y;;;;;
150724B;23h27m41sÿ+03ø 40';18;Fermi;y;y;;;;
150724A;06h30m09sÿ-19ø 09';3;Swift;;y;;;;
150722A;14h33m05sÿ-35ø 12';3;Swift;;y;;;;
150721A;22h16m24sÿ+07ø 48';90;Fermi;;;;;;
150720A;07h58m20sÿ-28ø 18';3;Swift;;y;;;;
150716A;18h33m52sÿ-13ø 01';3;Swift;;y;;;;
150711A;14h46m31sÿ-35ø 28';3;Swift;y;y;;;;
150710B;05h32m47sÿ-46ø 58';3;Swift;y;y;;;;
150710AS;12h57m59sÿ+14ø 18';3;Swift;y;y;;;;
150702A;03h31m07sÿ-57ø 00';22;Fermi;y;;;;;
150627A;07h49m58sÿ-51ø 34';3;Fermi;y;y;y;;;
150626B;12h30m41sÿ+66ø 47';3;Swift;;y;;;;
150626A;07h25m22sÿ-37ø 46';3;Swift;;y;;;;
150622A;16h46m57sÿ-52ø 56';60;MAXI;;y;;;;
150616A;20h58m49sÿ-53ø 24';3;Swift;;y;;;;
150615A;07h10m17sÿ-22ø 28';3;Swift;;y;y;;;
150608A;00h54m36sÿ-00ø 08';60;MAXI;y;y;;;;
150607A;09h20m06sÿ+68ø 27';3;Swift;y;y;y;;;
150530B;00h29m59sÿ+44ø 17';3;Swift;;;;;;
150530A;21h50m06sÿ+57ø 34';3;Swift;y;y;;;;
150527A;19h15m50sÿ+04ø 12';3;Swift;y;y;;;;
150523A;07h41m26sÿ-45ø 24';6;Fermi;y;y;y;;;
150518A;15h36m50sÿ+16ø 16';60;MAXI;y;y;y?;;;0.256
150514A;04h59m24sÿ-60ø 55';7;Fermi;y;y;y;;;0.807
150513A;03h16m14sÿ-22ø 55';3;Swift;y;;;;;
150510A;01h04m38sÿ+04ø 47';22;Fermi;y;;;;;
150430A;21h45m58sÿ-27ø 56';3;Swift;y;y;;;;
150428C;04h00m59sÿ+67ø 49';60;MAXI;;;;;;
150428B;19h30m37sÿ+04ø 07';3;Swift;;y;;;;
150428A;12h34m10sÿ+06ø 34';3;Swift;y;y;y?;;;
150424AS;10h09m15sÿ-26ø 39';3;Swift;y;y;y;y;;0.30?
150423AS;14h46m24sÿ+12ø 17';3;Swift;;y;y;n;;1.394
150418A;10h42m11sÿ-04ø 56';60;MAXI;y;;;;;
150413A;12h41m32sÿ+71ø 49';3;Swift;y;n;y;y;;3.139
150407A;14h26m25sÿ+38ø 32';3;Swift;;;;;;
150403A;20h46m01sÿ-62ø 42';3;Swift;y;y;y;;;2.06
150402A;11h34m38sÿ+41ø 00';3;Swift;;;;;;
150330A;22h04m07sÿ+52ø 18';8.6*277;IPN;y;;;;;
150323C;12h50m27sÿ+50ø 12';3;Swift;y;y;y;;;
150323B;17h21m47sÿ+38ø 19';3;Swift;y;y;;;;
150323A;08h32m46sÿ+45ø 26';3;Swift;y;y;y;;;0.593
150318A;21h39m53sÿ-61ø 29';3;Swift;;y;;;;
150317A;09h15m45sÿ+55ø 27';3;Swift;;y;;;;
150314A;08h26m38sÿ+63ø 50';3;Swift;y;y;y;y;;1.758
150313A;16h49m25sÿ-10ø 58';17*147;MAXI;;;;;;
150311A;15h40m23sÿ-15ø 49';17;MAXI;;;;;;
150309A;18h27m57sÿ+86ø 26';3;Swift;y;y;;;;
150302A;11h42m02sÿ+36ø 50';3;Swift;;y;y;;;
150301C;00h45m20sÿ+41ø 51';3;Swift;;y;;n;;
150301B;05h56m38sÿ-57ø 59';3;Swift;y;y;y;;;1.5169
150301AS;16h17m09sÿ-48ø 42';3;Swift;y;y;;;;
150222B;10h23m35sÿ-41ø 10';24;MAXI;;;;;;
150222A;13h15m06sÿ-12ø 08';3;Swift;;y;?;;;
150219A;18h05m04sÿ-41ø 36';3.3;INTEGRAL;y;y;;;;
150213B;16h53m42sÿ+34ø 11';3;Swift;;y;y;;;
150212A;19h02m05sÿ+47ø 24';3;Swift;;y;;;;
150211A;16h59m25sÿ+55ø 23';3;Swift;y;y;;;;
150210A;07h28m36sÿ+13ø 16';20;Fermi;y;;;;;
150206A;00h40m21sÿ-63ø 11';3;Swift;y;y;y;;;2.087
150204A;10h40m58sÿ-64ø 03';1.5;Swift;y;y;;;;
150203A;06h33m39sÿ+06ø 58';3;Swift;y;y;;;;
150202B;05h46m24sÿ+59ø 06';3;Fermi;y;;;;;
150202A;02h36m57sÿ-33ø 09';3;Swift;y;y;;;;
150201A;00h47m20sÿ-37ø 37';3;Swift;y;y;;;;
150127B;09h20m44sÿ-03ø 12';102*43;Fermi;y;;;;;
150127A;19h47m49sÿ-09ø 25';414*11;Fermi;y;;;;;
150126A;23h22m00sÿ-12ø 22';34*28;MAXI;y;;;;;
150123A;07h26m14sÿ-09ø 41';8;MAXI;;;;;;
150120B;02h37m11sÿ+08ø 05';3;Swift;;y;y;;;3.5ph
150120AS;00h41m14sÿ+33ø 59';3;Swift;y;y;;;;
150118C;10h40m18sÿ-27ø 25';60*12;IPN;y;;;;;
150118B;16h00m58sÿ-35ø 45';30;Fermi;y;;;;;
150110C;04h34m18sÿ-16ø 52';11*10;MAXI;;y?;;;;
150110B;19h17m26sÿ+32ø 31';3;Swift;y;y;;y;;
150110A;08h46m33sÿ-48ø 53';140*100;MAXI;;;;;;
150103A;08h46m33sÿ-48ø 53';3;Swift;;y;;;;
150101BS;12h32m10sÿ-10ø 57';3;Swift;y;y?;y;;;0.134
150101AS;20h50m31sÿ+36ø 44';3;Swift;y;y;;;;
141229A;19h18m43sÿ-35ø 38';66;MAXI;y;y?;;;;
141225A;09h15m00sÿ+33ø 48';3;Swift;y;y;y;;;0.915
141222A;11h52m10sÿ-57ø 21';6;Fermi;y;;;;;
141221A;13h13m05sÿ+08ø 13';3;Swift;y;y;y;;;1.452
141220A;13h00m12sÿ+32ø 09';3;Swift;y;y;y;;;1.3195
141215A;11h56m13sÿ-52ø 45';66*10;IPN;y;y;;;;
141212B;16h43m28sÿ+31ø 45';3;Swift;y;y;;;;
141212AS;02h36m39sÿ+18ø 09';3;Swift;;y;;n;;0.596?
141207A;10h39m58sÿ+03ø 55';13;Fermi;y;y;;;;
141205AS;06h11m31sÿ+37ø 52';3;Swift;y;;;;;
141202A;09h32m17sÿ+54ø 10';192*10;IPN;y;;;;;
141130A;14h51m15sÿ+47ø 18';3;Swift;y;y;y;;;
141125AS;08h31m38sÿ-29ø 32';159*7;IPN;y;;;;;
141121A;08h10m40sÿ+22ø 14';3;Swift;y;y;y;y;;1.47
141118A;10h27m30sÿ+19ø 05';300*10;IPN;y;;;;;
141109B;14h49m27sÿ+73ø 07';3;Swift;;y;;;;
141109A;09h38m02sÿ-00ø 36';3;Swift;y;y;y;y;;2.993
141104A;18h37m57sÿ-12ø 42';51*10;IPN;y;;;;;
141102A;13h54m27sÿ-47ø 06';4;Swift;y;;;;;
141031B;23h47m44sÿ+41ø 22';3;Swift;;y;;;;
141031A;08h34m24sÿ-59ø 08';3;Swift;y;y;;;;
141029B;07h00m48sÿ+25ø 06';60;Fermi;;;;;;
141028A;21h30m48sÿ-00ø 17';24;Fermi;;;y;;;2.33
141026A;02h56m19sÿ+26ø 58';3;Swift;;y;y;y;;3.35?
141022A;16h07m36sÿ-72ø 08';3;Swift;y;y;y?;;;
141020A;15h00m02sÿ+55ø 20';3;Swift;;y;y;;;
141017A;06h14m31sÿ-58ø 33';3;Swift;;y;y;;;
141015A;05h50m02sÿ+18ø 19';3;Swift;;y;;;;
141011A;17h11m45sÿ-09ø 41';42*6;IPN;y;;;;;
141005A;19h24m26sÿ+36ø 04';3;Swift;y;y;y;;;
141004A;05h06m56sÿ+12ø 49';3;Swift;y;y;y;;;0.573
140930BS;00h25m25sÿ+24ø 16';3;Swift;y;y;y;;;
140930A;22h59m30sÿ+52ø 26';24;MAXI;y;;;;;
140928A;02h55m14sÿ-56ø 05';10;Fermi;y;y;y;;;
140927A;19h27m23sÿ-65ø 23';3;Swift;;y;;;;
140919A;14h46m13sÿ-32ø 09';3;Swift;y;y;y;;;
140916A;02h41m37sÿ-39ø 43';3;Swift;;y;;;;
140909A;12h54m33sÿ+63ø 30';3;Swift;;y;;;;
140907A;03h12m35sÿ+46ø 36';3;Swift;y;y;y;;;1.21
140906CS;20h59m51sÿ+01ø 56';11*60;IPN;y;;;;;
140903AS;15h52m09sÿ+27ø 35';3;Swift;;y;y;y;;0.351
140901B;07h28m44sÿ-29ø 13';3;Swift;y;n;;;;
140901A;01h03m16sÿ-32ø 45';99*12;IPN;y;;;;;
140828A;09h28m03sÿ+14ø 35';3;Swift;y;;;;;
140825A;05h54m51sÿ-11ø 50';27*9;IPN;y;;;;;
140824A;13h46m35sÿ+33ø 18';3;Swift;;y;;;;
140818B;18h04m35sÿ+01ø 22';3;Swift;y;y;y;;;
140818A;13h18m03sÿ+06ø 48';60;MAXI;y;;y;;;
140817A;08h29m01sÿ+58ø 11';3;Swift;y;y;y;;;
140815A;05h47m35sÿ-08ø 40';2.5;INTEGRAL;;y;y?;;;
140814A;12h10m03sÿ+49ø 21';20;MAXI;;;;;;
140810A;07h56m10sÿ+27ø 33';7;Fermi;y;;;;;
140809A;11h15m14sÿ+71ø 01';360;Fermi;;;y;;;
140808A;14h26m05sÿ+48ø 36';220;Fermi;y;y?;y;;;3.29
140801A;03h01m00sÿ-30ø 53';240;Fermi;y;;y;;;1.32
140730A;03h45m43sÿ-66ø 32';3;Swift;;y;;;;
140729A;12h55m48sÿ+15ø 21';20;Fermi;y;;;;;
140723A;14h02m31sÿ-03ø 44';21;Fermi;y;;;;;
140719B;02h38m57sÿ-02ø 23';3;Swift;;;;;;
140719A;11h26m22sÿ-50ø 08';3;Swift;;y;?;;;
140716A;07h12m32sÿ-60ø 09';1.5;Swift;y;y;y;;;
140713A;18h44m27sÿ+59ø 37';3;Swift;y;y;;y;;0.935
140710B;13h38m40sÿ-58ø 33';3;INTEGRAL;y;;;;;
140710A;02h44m21sÿ+35ø 30';3;Swift;y;y;y;;;0.558
140709B;09h44m17sÿ+63ø 30';3;Swift;y;y;;;;
140709A;20h18m33sÿ+51ø 13';3;Swift;;y;y?;;;
140706A;03h17m13sÿ-38ø 04';3;Swift;;y;y;;;
140703A;00h51m58sÿ+45ø 06';3;Swift;y;y;y;y;;3.14
140629A;16h35m56sÿ+41ø 53';3;Swift;y;y;y;;;2.275
140628A;02h42m39sÿ-00ø 22';3;Swift;;y;y;;;
140626A;05h09m24sÿ-82ø 38';3;Swift;;y;y;;;
140623A;13h13m00sÿ+75ø 48';336;Fermi;y;y;y;;;1.92
140622AS;21h08m37sÿ-14ø 26';3;Swift;;y;;;;0.959?
140621A;04h53m07sÿ+14ø 39';43*17;IPN;;;;;;
140620A;18h47m29sÿ+49ø 44';120;Fermi;y;y;y;;;2.04
140619C;15h32m04sÿ-25ø 36';138*26;IPN;y;;;;;
140619BS;08h50m43sÿ-09ø 40';4;Fermi;y;;;;;
140619A;01h48m22sÿ-39ø 16';3;Swift;y;y;y;;;
140614B;21h30m30sÿ+14ø 55';3;Swift;;y;;;;
140614A;15h24m56sÿ-79ø 06';3;Swift;;y;y;;;4.233
140611AS;23h19m43sÿ-40ø 05';84*16;IPN;y;y?;;;;
140610A;19h05m02sÿ+03ø 54';3;Swift;y;y;;;;
140607A;05h45m31sÿ+18ø 55';3;Swift;;;;;;
140606B;21h51m00sÿ+33ø 41';180;Fermi;y;y;y;;;0.384
140606AS;13h27m14sÿ+37ø 35';3;Swift;;n;;;;
140604AS;17h32m41sÿ-40ø 24';76*31;IPN;;;;;;
140529A;15h15m16sÿ-41ø 03';3;Swift;y;;;;;
140528A;18h42m55sÿ-58ø 45';57*24;IPN;y;;;;;
140523A;08h53m12sÿ+24ø 57';24;Fermi;y;;;;;
140521A;21h20m03sÿ+67ø 36';3;Swift;y;;;;;
140518A;15h08m55sÿ+42ø 24';3;Swift;;y;y;;;4.707
140516AS;16h51m57sÿ+39ø 55';3;Swift;;y;;;;
140515B;19h17m52sÿ-11ø 00';60;MAXI;;;;;;
140515A;12h24m09sÿ+15ø 05';3;Swift;;y;y;y;;6.32
140512A;19h17m29sÿ-15ø 06';3;Swift;y;y;y;;;0.725
140509B;20h52m29sÿ+21ø 09';60;MAXI;;;;;;
140509A;03h06m26sÿ-62ø 39';3;Swift;;y;y;y;;2.4ph
140508A;17h02m31sÿ+46ø 45';90*12;Fermi;y;y;y;;;1.027
140506A;18h27m10sÿ-55ø 34';3;Swift;y;y;y;;;0.889
140502A;21h16m37sÿ+49ø 01';3;Swift;y;y;;;;
140430A;06h51m43sÿ+23ø 01';3;Swift;;y;y;;;1.60
140428A;12h57m22sÿ+28ø 21';3;Swift;;y;y;;;4.7
140423A;13h09m10sÿ+49ø 49';3;Swift;y;y;y;;;3.26
140419A;08h28m00sÿ+46ø 13';3;Swift;y;y;y;y;;3.956
140416A;02h21m36sÿ+43ø 54';1548*10;IPN;y;;;;;
140414AS;13h01m14sÿ+56ø 54';3;Swift;;;;;;
140413A;04h21m48sÿ-51ø 12';3;Swift;;y;y;;;
140412A;09h40m12sÿ-65ø 49';3;Swift;;y;;;;
140408A;19h22m44sÿ-12ø 35';3;Swift;;y;?;;;
140402AS;13h49m53sÿ+05ø 52';12;Fermi;y;;;;;
140331A;08h59m23sÿ+02ø 42';3;Swift;;y;y;;;
140330A;21h52m16sÿ-57ø 45';118*17;IPN;;;;;;
140329A;09h44m59sÿ-32ø 06';53*12;IPN;;;;;;
140323A;23h47m33sÿ-79ø 55';3;Swift;y;y;;;;
140320D;05h51m34sÿ+85ø 26';208*12;IPN;y;;;;;
140320C;08h57m32sÿ+71ø 12';3.2;INTEGRAL;;y;y;;;
140320B;09h42m16sÿ+60ø 15';3.2;INTEGRAL;;y;y;;;
140320AS;18h46m36sÿ-02ø 42';3;Swift;y;y;;;;
140318A;12h16m13sÿ+20ø 12';3;Swift;;y;y;;;1.02
140311B;16h49m10sÿ+52ø 45';3;Swift;y;y;y;;;
140311A;13h57m12sÿ+00ø 37';3;Swift;;y;y;y;;4.954
140308A;23h50m15sÿ-33ø 21';56*11;IPN;y;;;;;
140306A;01h51m46sÿ+48ø 59';59*20;IPN;y;;;;;
140305A;22h58m08sÿ+15ø 26';3;Swift;;;;;;
140304A;02h02m40sÿ+33ø 29';3;Swift;y;y;y;y;;5.283
140302A;16h55m22sÿ-12ø 52';3;Swift;y;y;y;;;
140301A;04h38m11sÿ-34ø 17';3;Swift;;y;y;;;1.416
140226A;14h45m58sÿ+15ø 00';0.1;iPTF;y;y;y;;;1.98
140221A;07h09m47sÿ-17ø 20';24;MAXI;y;;;;;
140219A;10h25m46sÿ+07ø 28';334*22;IPN;y;;;;;
140215A;06h56m33sÿ+41ø 47';3;Swift;y;y;y;;;
140213A;07h00m52sÿ-73ø 08';3;Swift;y;y;y;;;1.2076
140211A;08h16m55sÿ+20ø 15';3;Swift;;;;;;
140209A;05h25m20sÿ+32ø 29';3;Swift;y;;y;;;
140206A;09h41m24sÿ+66ø 45';3;Swift;y;y;y;;;2.73
140129B;21h47m03sÿ+26ø 12';3;Swift;;y;y;;;
140129A;02h31m29sÿ-01ø 35';3;Swift;;y;y;;;
140118A;22h04m01sÿ-17ø 57';3;Swift;y;;;;;
140114A;12h33m56sÿ+12ø 35';3;Swift;;y;y;;;3.0
140110A;01h55m36sÿ-36ø 16';30;Fermi;y;n;;;;
140108A;21h40m43sÿ+58ø 46';3;Swift;y;y;y;;;
140104B;14h35m14sÿ-08ø 54';13;Fermi;y;n;;;;
140103A;15h28m31sÿ+37ø 45';3;Swift;;y;;;;
140102A;14h07m37sÿ+01ø 20';3;Swift;y;y;y;;;
131231A;00h42m20sÿ-01ø 51';9;Fermi;y;y;y;;;0.642
131229A;05h40m57sÿ-04ø 26';3;Swift;y;y;;;;
131227A;04h29m31sÿ+28ø 53';3;Swift;;y;y;;;5.3?
131226A;20h05m14sÿ-64ø 58';3;Swift;y;;;;;
131225A;06h20m09sÿ+05ø 19';60;MAXI;;;;;;
131224A;19h47m20sÿ+31ø 40';2.0;INTEGRAL;;n;;n;;
131218A;07h35m12sÿ-64ø 43';2.8;INTEGRAL;;n;n;;;
131216A;06h18m42sÿ-41ø 38';12*570;Fermi;y;;;;;
131215A;17h16m07sÿ-07ø 35';60;MAXI;;;;;;
131209A;09h06m00sÿ-33ø 12';54;Fermi;y;n;;;;
131205A;08h46m26sÿ-60ø 10';3;Swift;;y;y;;;
131202A;22h56m13sÿ-21ø 39';3;Swift;y;y;y;;;
131128A;23h41m18sÿ+31ø 17';3;Swift;y;y;y;;;
131127A;22h11m00sÿ+36ø 35';3;Swift;;y;;;;
131122A;10h10m13sÿ+57ø 44';1.6;INTEGRAL;;y;;;;
131120A;18h35m41sÿ-12ø 00';3;Swift;;;;;;
131118A;23h19m27sÿ-66ø 50';60;Fermi;y;;;;;
131117A;22h09m21sÿ-31ø 43';3;Swift;;y;y;;;4.042
131108A;10h25m53sÿ+09ø 54';30;Fermi;y;y;y;y;;2.40
131105A;04h44m03sÿ-62ø 59';3;Swift;y;y;y;;;1.686
131103A;23h15m49sÿ-44ø 40';3;Swift;;y;y;;;0.599
131031A;01h58m28sÿ-01ø 36';3;Swift;y;y;y;;;
131030A;23h00m19sÿ-05ø 23';3;Swift;y;y;y;;;1.295
131029A;13h23m08sÿ+48ø 18';16;Fermi;y;;;;;
131028A;04h04m54sÿ+71ø 36';72*348;Fermi;y;;;;;
131026A;01h02m11sÿ+32ø 29';3;Swift;;;;;;
131024B;09h37m37sÿ+44ø 14';3;Swift;y;y;;;;
131024A;19h21m51sÿ-64ø 36';3;Swift;;y;;;;
131018B;20h18m06sÿ+23ø 04';8;Fermi;y;y;;;;
131018A;06h33m51sÿ-19ø 53';3;Swift;;y;;;;
131014A;06h41m12sÿ-19ø 06';55;Fermi;y;y;;;;
131011A;01h27m41sÿ+09ø 33';315;Fermi;y;y;y;;;1.874
131004A;19h44m36sÿ-02ø 58';3;Swift;y;y;y;;;0.717
131002B;05h00m15sÿ-75ø 44';3;Swift;;y;;;;
131002A;16h53m06sÿ+82ø 03';3;Swift;y;y;y;;;
131001A;00h33m12sÿ+25ø 33';3;Swift;;;;;;
130930A;12h42m39sÿ-35ø 30';3;Swift;;;;;;
130929A;09h00m17sÿ-47ø 34';3;Swift;;y;;;;
130925A;02h44m44sÿ-26ø 08';3;Swift;y;y;y;;;0.347
130919A;13h49m09sÿ-10ø 21';3;Swift;;;;;;
130913A;22h47m50sÿ+01ø 18';3.3;Swift;;;;;;
130912AS;03h10m28sÿ+13ø 58';3;Swift;y;y;y;n;;
130907A;14h23m31sÿ+45ø 37';3;Swift;y;y;y;y;;1.238
130903A;05h28m33sÿ-00ø 07';2.6;INTEGRAL;y;y;y;;;
130831B;12h49m47sÿ-29ø 11';3;Swift;;y;;;;
130831A;23h54m36sÿ+29ø 27';3;Swift;y;y;y;;;0.4791
130829A;12h09m42sÿ+46ø 31';3;Swift;;;;;;
130828A;17h19m19sÿ+28ø 00';18;Fermi;y;;;;;
130822AS;01h51m46sÿ-03ø 13';3;Swift;;y;n;n;;
130821A;20h56m24sÿ-12ø 00';6;Fermi;y;?;;;;
130816B;11h20m22sÿ-57ø 33';3;Swift;;y;y;;;
130816A;13h08m40sÿ-58ø 57';3;Swift;y;y;y;;;
130812B;00h29m37sÿ-79ø 11';66*8;IPN;y;;;;;
130812A;06h09m37sÿ-13ø 18';3;Swift;;y;;;;
130807A;17h59m12sÿ-27ø 37';3;Swift;;y;;;;
130806A;02h23m29sÿ+67ø 32';3;Swift;;y;;;;
130804A;20h14m37sÿ-79ø 35';948*3;IPN;y;;;;;
130803A;14h40m58sÿ-02ø 28';3;Swift;y;y;;;;
